# Step   Time     sin1        cos1        sin2        cos2        h1          h2 
8014  80.1400   -0.854059    0.520177    0.858870   -0.512193    0.479823    1.992017
8015  80.1500   -0.847018    0.531564    0.861485   -0.507784    0.468436    1.976220
8016  80.1600   -0.839376    0.543551    0.864096   -0.503326    0.456449    1.959775
8017  80.1700   -0.831117    0.556097    0.866720   -0.498794    0.443903    1.942698
8018  80.1800   -0.822228    0.569159    0.869372   -0.494158    0.430841    1.924999
8019  80.1900   -0.812695    0.582690    0.872070   -0.489381    0.417310    1.906692
8020  80.2000   -0.802509    0.596640    0.874832   -0.484427    0.403360    1.887787
8021  80.2100   -0.791663    0.610958    0.877677   -0.479252    0.389042    1.868294
8022  80.2200   -0.780152    0.625590    0.880627   -0.473811    0.374410    1.848221
8023  80.2300   -0.767976    0.640479    0.883701   -0.468052    0.359521    1.827573
8024  80.2400   -0.755136    0.655568    0.886921   -0.461921    0.344432    1.806353
8025  80.2500   -0.741639    0.670800    0.890306   -0.455362    0.329200    1.784562
8026  80.2600   -0.727492    0.686116    0.893876   -0.448314    0.313884    1.762198
8027  80.2700   -0.712708    0.701461    0.897647   -0.440714    0.298539    1.739254
8028  80.2800   -0.697301    0.716779    0.901634   -0.432500    0.283221    1.715721
8029  80.2900   -0.681287    0.732016    0.905847   -0.423605    0.267984    1.691588
8030  80.3000   -0.664686    0.747123    0.910294   -0.413963    0.252877    1.666840
8031  80.3100   -0.647515    0.762052    0.914976   -0.403509    0.237948    1.641457
8032  80.3200   -0.629796    0.776761    0.919889   -0.392179    0.223239    1.615418
8033  80.3300   -0.611546    0.791209    0.925024   -0.379909    0.208791    1.588700
8034  80.3400   -0.592784    0.805362    0.930364   -0.366638    0.194638    1.561276
8035  80.3500   -0.573526    0.819187    0.935885   -0.352307    0.180813    1.533119
8036  80.3600   -0.553785    0.832659    0.941555   -0.336860    0.167341    1.504200
8037  80.3700   -0.533573    0.845754    0.947335   -0.320244    0.154246    1.474490
8038  80.3800   -0.512894    0.858452    0.953178   -0.302411    0.141548    1.443958
8039  80.3900   -0.491751    0.870736    0.959028   -0.283312    0.129264    1.412576
8040  80.4000   -0.470143    0.882590    0.964821   -0.262906    0.117410    1.380316
8041  80.4100   -0.448061    0.894003    0.970487   -0.241152    0.105997    1.347149
8042  80.4200   -0.425494    0.904961    0.975946   -0.218013    0.095039    1.313052
8043  80.4300   -0.402424    0.915453    0.981109   -0.193455    0.084547    1.278002
8044  80.4400   -0.378827    0.925468    0.985881   -0.167446    0.074532    1.241978
8045  80.4500   -0.354675    0.934990    0.990158   -0.139955    0.065010    1.204965
8046  80.4600   -0.329933    0.944004    0.993825   -0.110955    0.055996    1.166950
8047  80.4700   -0.304560    0.952493    0.996761   -0.080418    0.047507    1.127924
8048  80.4800   -0.278510    0.960433    0.998832   -0.048317    0.039567    1.087884
8049  80.4900   -0.251728    0.967798    0.999893   -0.014628    0.032202    1.046830
8050  80.5000   -0.224154    0.974554    0.999786    0.020674    0.025446    1.004772
8051  80.5100   -0.195718    0.980660    0.998339    0.057616    0.019340    0.961724
8052  80.5200   -0.166345    0.986068    0.995360    0.096221    0.013932    0.917711
8053  80.5300   -0.135945    0.990716    0.990638    0.136515    0.009284    0.872769
8054  80.5400   -0.104423    0.994533    0.983936    0.178521    0.005467    0.826946
8055  80.5500   -0.071666    0.997429    0.974987    0.222263    0.002571    0.780308
8056  80.5600   -0.037552    0.999295    0.963485    0.267761    0.000705    0.732945
8057  80.5700   -0.001939    0.999998    0.949082    0.315028    0.000002    0.684974
8058  80.5800    0.035328    0.999376    0.931372    0.364070    0.000624    0.636554
8059  80.5900    0.074426    0.997227    0.909880    0.414872    0.002773    0.587902
8060  80.6000    0.115547    0.993302    0.884052    0.467388    0.006698    0.539310
8061  80.6100    0.158891    0.987296    0.853241    0.521517    0.012704    0.491187
8062  80.6200    0.204654    0.978834    0.816698    0.577065    0.021166    0.444100
8063  80.6300    0.252984    0.967470    0.773598    0.633677    0.032530    0.398852
8064  80.6400    0.303906    0.952702    0.723107    0.690736    0.047298    0.356562
8065  80.6500    0.357180    0.934035    0.664575    0.747221    0.065965    0.318743
8066  80.6600    0.412111    0.911134    0.597884    0.801582    0.088866    0.287284
8067  80.6700    0.467384    0.884054    0.523911    0.851773    0.115946    0.264173
8068  80.6800    0.521182    0.853446    0.444755    0.895652    0.146554    0.250902
8069  80.6900    0.571680    0.820477    0.363310    0.931668    0.179523    0.247855
8070  80.7000    0.617631    0.786468    0.282324    0.959319    0.213532    0.254213
8071  80.7100    0.658562    0.752526    0.203713    0.979031    0.247474    0.268443
8072  80.7200    0.694589    0.719407    0.128481    0.991712    0.280593    0.288881
8073  80.7300    0.726126    0.687562    0.056975    0.998376    0.312438    0.314062
8074  80.7400    0.753679    0.657242   -0.010822    0.999941    0.342758    0.342816
8075  80.7500    0.777748    0.628576   -0.075105    0.997176    0.371424    0.374248
8076  80.7600    0.798778    0.601626   -0.136128    0.990691    0.398374    0.407682
8077  80.7700    0.817154    0.576420   -0.194161    0.980970    0.423580    0.442610
8078  80.7800    0.833203    0.552968   -0.249453    0.968387    0.447032    0.478645
8079  80.7900    0.847201    0.531272   -0.302230    0.953235    0.468728    0.515492
8080  80.8000    0.859382    0.511334   -0.352688    0.935741    0.488666    0.552925
8081  80.8100    0.869942    0.493155   -0.400997    0.916080    0.506845    0.590766
8082  80.8200    0.879047    0.476735   -0.447295    0.894387    0.523265    0.628878
8083  80.8300    0.886838    0.462080   -0.491698    0.870766    0.537920    0.667154
8084  80.8400    0.893433    0.449196   -0.534297    0.845297    0.550804    0.705507
8085  80.8500    0.898931    0.438090   -0.575161    0.818040    0.561910    0.743870
8086  80.8600    0.903413    0.428770   -0.614339    0.789042    0.571230    0.782188
8087  80.8700    0.906947    0.421246   -0.651860    0.758340    0.578754    0.820415
8088  80.8800    0.909582    0.415524   -0.687734    0.725963    0.584476    0.858513
8089  80.8900    0.911360    0.411610   -0.721955    0.691940    0.588390    0.896450
8090  80.9000    0.912306    0.409509   -0.754503    0.656297    0.590491    0.934194
8091  80.9100    0.912436    0.409220   -0.785340    0.619064    0.590780    0.971716
8092  80.9200    0.911753    0.410738   -0.814418    0.580278    0.589262    1.008983
8093  80.9300    0.910253    0.414053   -0.841676    0.539982    0.585947    1.045965
8094  80.9400    0.907919    0.419146   -0.867045    0.498230    0.580854    1.082624
8095  80.9500    0.904727    0.425992   -0.890446    0.455089    0.574008    1.118919
8096  80.9600    0.900645    0.434556   -0.911799    0.410637    0.565444    1.154807
8097  80.9700    0.895633    0.444794   -0.931019    0.364970    0.555206    1.190236
8098  80.9800    0.889646    0.456650   -0.948024    0.318198    0.543350    1.225151
8099  80.9900    0.882635    0.470058   -0.962734    0.270449    0.529942    1.259493
8100  81.0000    0.874547    0.484941   -0.975078    0.221862    0.515059    1.293197
8101  81.0100    0.865326    0.501210   -0.984993    0.172594    0.498790    1.326196
8102  81.0200    0.854917    0.518765   -0.992430    0.122814    0.481235    1.358421
8103  81.0300    0.843267    0.537495   -0.997354    0.072702    0.462505    1.389804
8104  81.0400    0.830325    0.557280   -0.999748    0.022443    0.442720    1.420277
8105  81.0500    0.816043    0.577991   -0.999614   -0.027768    0.422009    1.449777
8106  81.0600    0.800382    0.599491   -0.996974   -0.077738    0.400509    1.478247
8107  81.0700    0.783306    0.621636   -0.991868   -0.127272    0.378364    1.505636
8108  81.0800    0.764790    0.644280   -0.984358   -0.176181    0.355720    1.531901
8109  81.0900    0.744816    0.667270   -0.974524   -0.224283    0.332730    1.557013
8110  81.1000    0.723378    0.690453   -0.962466   -0.271403    0.309547    1.580950
8111  81.1100    0.700477    0.713675   -0.948298   -0.317381    0.286325    1.603706
8112  81.1200    0.676128    0.736784   -0.932151   -0.362069    0.263216    1.625286
8113  81.1300    0.650356    0.759630   -0.914168   -0.405336    0.240370    1.645706
8114  81.1400    0.623194    0.782067   -0.894502   -0.447063    0.217933    1.664996
8115  81.1500    0.594692    0.803954   -0.873317   -0.487153    0.196046    1.683199
8116  81.1600    0.564905    0.825156   -0.850780   -0.525522    0.174844    1.700366
8117  81.1700    0.533901    0.845547   -0.827066   -0.562105    0.154453    1.716558
8118  81.1800    0.501758    0.865008   -0.802351   -0.596853    0.134992    1.731844
8119  81.1900    0.468562    0.883430   -0.776812   -0.629732    0.116570    1.746302
8120  81.2000    0.434411    0.900715   -0.750627   -0.660727    0.099285    1.760012
8121  81.2100    0.399406    0.916774   -0.723969   -0.689832    0.083226    1.773058
8122  81.2200    0.363658    0.931533   -0.697012   -0.717060    0.068467    1.785527
8123  81.2300    0.327283    0.944926   -0.669922   -0.742432    0.055074    1.797506
8124  81.2400    0.290402    0.956905   -0.642861   -0.765983    0.043095    1.809078
8125  81.2500    0.253139    0.967430   -0.615986   -0.787757    0.032570    1.820327
8126  81.2600    0.215621    0.976477   -0.589445   -0.807809    0.023523    1.831331
8127  81.2700    0.177974    0.984035   -0.563379   -0.826199    0.015965    1.842163
8128  81.2800    0.140325    0.990105   -0.537921   -0.842995    0.009895    1.852890
8129  81.2900    0.102799    0.994702   -0.513195   -0.858272    0.005298    1.863570
8130  81.3000    0.065518    0.997851   -0.489315   -0.872107    0.002149    1.874256
8131  81.3100    0.028598    0.999591   -0.466384   -0.884582    0.000409    1.884991
8132  81.3200   -0.007850    0.999969   -0.444498   -0.895780    0.000031    1.895811
8133  81.3300   -0.043720    0.999044   -0.423741   -0.905784    0.000956    1.906740
8134  81.3400   -0.078915    0.996881   -0.404184   -0.914678    0.003119    1.917796
8135  81.3500   -0.113349    0.993555   -0.385893   -0.922544    0.006445    1.928988
8136  81.3600   -0.146940    0.989145   -0.368919   -0.929462    0.010855    1.940316
8137  81.3700   -0.179619    0.983736   -0.353305   -0.935508    0.016264    1.951772
8138  81.3800   -0.211326    0.977416   -0.339083   -0.940756    0.022584    1.963341
8139  81.3900   -0.242011    0.970273   -0.326277   -0.945274    0.029727    1.975001
8140  81.4000   -0.271633    0.962401   -0.314902   -0.949124    0.037599    1.986723
8141  81.4100   -0.300160    0.953889   -0.304963   -0.952364    0.046111    1.998476
8142  81.4200   -0.327571    0.944827   -0.296458   -0.955046    0.055173    2.010219
8143  81.4300   -0.353851    0.935302   -0.289378   -0.957215    0.064698    2.021913
8144  81.4400   -0.378994    0.925399   -0.283710   -0.958910    0.074601    2.033511
8145  81.4500   -0.403002    0.915199   -0.279430   -0.960166    0.084801    2.044967
8146  81.4600   -0.425882    0.904779   -0.276514   -0.961010    0.095221    2.056231
8147  81.4700   -0.447647    0.894210   -0.274931   -0.961464    0.105790    2.067254
8148  81.4800   -0.468315    0.883562   -0.274647   -0.961545    0.116438    2.077983
8149  81.4900   -0.487908    0.872895   -0.275626   -0.961265    0.127105    2.088370
8150  81.5000   -0.506453    0.862268   -0.277828   -0.960631    0.137732    2.098363
8151  81.5100   -0.523976    0.851733   -0.281211   -0.959646    0.148267    2.107913
8152  81.5200   -0.540509    0.841338   -0.285734   -0.958309    0.158662    2.116971
8153  81.5300   -0.556085    0.831126   -0.291352   -0.956616    0.168874    2.125490
8154  81.5400   -0.570735    0.821135   -0.298022   -0.954559    0.178865    2.133424
8155  81.5500   -0.584494    0.811398   -0.305699   -0.952128    0.188602    2.140730
8156  81.5600   -0.597395    0.801947   -0.314339   -0.949311    0.198053    2.147364
8157  81.5700   -0.609474    0.792806   -0.323897   -0.946092    0.207194    2.153286
8158  81.5800   -0.620763    0.783998   -0.334330   -0.942456    0.216002    2.158458
8159  81.5900   -0.631296    0.775542   -0.345594   -0.938384    0.224458    2.162842
8160  81.6000   -0.641104    0.767454   -0.357648   -0.933857    0.232546    2.166403
8161  81.6100   -0.650221    0.759746   -0.370449   -0.928853    0.240254    2.169107
8162  81.6200   -0.658675    0.752428   -0.383956   -0.923351    0.247572    2.170924
8163  81.6300   -0.666497    0.745507   -0.398129   -0.917329    0.254493    2.171822
8164  81.6400   -0.673716    0.738990   -0.412929   -0.910763    0.261010    2.171773
8165  81.6500   -0.680358    0.732879   -0.428317   -0.903629    0.267121    2.170749
8166  81.6600   -0.686451    0.727176   -0.444254   -0.895901    0.272824    2.168725
8167  81.6700   -0.692020    0.721878   -0.460702   -0.887555    0.278122    2.165676
8168  81.6800   -0.697089    0.716985   -0.477625   -0.878564    0.283015    2.161579
8169  81.6900   -0.701682    0.712490   -0.494986   -0.868901    0.287510    2.156411
8170  81.7000   -0.705821    0.708390   -0.512747   -0.858540    0.291610    2.150150
8171  81.7100   -0.709529    0.704676   -0.530872   -0.847452    0.295324    2.142776
8172  81.7200   -0.712828    0.701339   -0.549324   -0.835609    0.298661    2.134270
8173  81.7300   -0.715736    0.698371   -0.568066   -0.822983    0.301629    2.124613
8174  81.7400   -0.718276    0.695758   -0.587059   -0.809544    0.304242    2.113786
8175  81.7500   -0.720467    0.693489   -0.606266   -0.795262    0.306511    2.101772
8176  81.7600   -0.722328    0.691551   -0.625647   -0.780106    0.308449    2.088555
8177  81.7700   -0.723879    0.689927   -0.645163   -0.764045    0.310073    2.074119
8178  81.7800   -0.725140    0.688601   -0.664769   -0.747049    0.311399    2.058447
8179  81.7900   -0.726130    0.687558   -0.684425   -0.729083    0.312442    2.041526
8180  81.8000   -0.726868    0.686777   -0.704083   -0.710117    0.313223    2.023340
8181  81.8100   -0.727375    0.686240   -0.723698   -0.690117    0.313760    2.003877
8182  81.8200   -0.727672    0.685926   -0.743218   -0.669049    0.314074    1.983123
8183  81.8300   -0.727778    0.685813   -0.762592   -0.646880    0.314187    1.961067
8184  81.8400   -0.727716    0.685878   -0.781763   -0.623575    0.314122    1.937697
