# Step   Time     sin1        cos1        sin2        cos2        h1          h2 
4081  40.8100    0.772438    0.635091   -0.225182    0.974317    0.364909    0.390593
4082  40.8200    0.771250    0.636533   -0.284869    0.958566    0.363467    0.404901
4083  40.8300    0.768299    0.640091   -0.342182    0.939634    0.359909    0.420275
4084  40.8400    0.763615    0.645671   -0.397074    0.917787    0.354329    0.436542
4085  40.8500    0.757211    0.653170   -0.449495    0.893283    0.346830    0.453547
4086  40.8600    0.749086    0.662473   -0.499391    0.866377    0.337527    0.471150
4087  40.8700    0.739226    0.673457   -0.546709    0.837323    0.326543    0.489221
4088  40.8800    0.727615    0.685986   -0.591399    0.806379    0.314014    0.507635
4089  40.8900    0.714228    0.699913   -0.633415    0.773812    0.300087    0.526275
4090  40.9000    0.699042    0.715080   -0.672724    0.739893    0.284920    0.545026
4091  40.9100    0.682037    0.731317   -0.709304    0.704903    0.268683    0.563780
4092  40.9200    0.663197    0.748445   -0.743148    0.669127    0.251555    0.582428
4093  40.9300    0.642512    0.766275   -0.774270    0.632855    0.233725    0.600869
4094  40.9400    0.619985    0.784614   -0.802701    0.596381    0.215386    0.619005
4095  40.9500    0.595629    0.803260   -0.828494    0.559998    0.196740    0.636742
4096  40.9600    0.569468    0.822013   -0.851723    0.523992    0.177987    0.653994
4097  40.9700    0.541544    0.840672   -0.872482    0.488646    0.159328    0.670682
4098  40.9800    0.511909    0.859039   -0.890885    0.454229    0.140961    0.686731
4099  40.9900    0.480631    0.876923   -0.907062    0.420998    0.123077    0.702079
4100  41.0000    0.447789    0.894139   -0.921156    0.389193    0.105861    0.716668
4101  41.0100    0.413476    0.910515   -0.933324    0.359035    0.089485    0.730449
4102  41.0200    0.377791    0.925891   -0.943727    0.330726    0.074109    0.743383
4103  41.0300    0.340845    0.940120   -0.952530    0.304445    0.059880    0.755436
4104  41.0400    0.302751    0.953070   -0.959898    0.280350    0.046930    0.766580
4105  41.0500    0.263628    0.964624   -0.965990    0.258578    0.035376    0.776797
4106  41.0600    0.223595    0.974682   -0.970959    0.239246    0.025318    0.786072
4107  41.0700    0.182768    0.983156   -0.974944    0.222451    0.016844    0.794393
4108  41.0800    0.141261    0.989972   -0.978071    0.208273    0.010028    0.801755
4109  41.0900    0.099184    0.995069   -0.980448    0.196776    0.004931    0.808155
4110  41.1000    0.056636    0.998395   -0.982167    0.188012    0.001605    0.813593
4111  41.1100    0.013713    0.999906   -0.983294    0.182022    0.000094    0.818072
4112  41.1200   -0.029502    0.999565   -0.983879    0.178838    0.000435    0.821598
4113  41.1300   -0.072933    0.997337   -0.983943    0.178485    0.002663    0.824179
4114  41.1400   -0.116515    0.993189   -0.983486    0.180984    0.006811    0.825827
4115  41.1500   -0.160192    0.987086   -0.982482    0.186356    0.012914    0.826558
4116  41.1600   -0.203917    0.978988   -0.980879    0.194617    0.021012    0.826395
4117  41.1700   -0.247650    0.968849   -0.978597    0.205786    0.031151    0.825365
4118  41.1800   -0.291359    0.956614   -0.975527    0.219880    0.043386    0.823506
4119  41.1900   -0.335015    0.942213   -0.971530    0.236918    0.057787    0.820869
4120  41.2000   -0.378591    0.925564   -0.966434    0.256915    0.074436    0.817521
4121  41.2100   -0.422055    0.906570   -0.960035    0.279880    0.093430    0.813550
4122  41.2200   -0.465368    0.885117   -0.952093    0.305808    0.114883    0.809075
4123  41.2300   -0.508472    0.861078   -0.942336    0.334669    0.138922    0.804253
4124  41.2400   -0.551279    0.834321   -0.930462    0.366388    0.165679    0.799291
4125  41.2500   -0.593655    0.804720   -0.916157    0.400819    0.195280    0.794461
4126  41.2600   -0.635395    0.772187   -0.899120    0.437703    0.227813    0.790110
4127  41.2700   -0.676211    0.736708   -0.879106    0.476627    0.263292    0.786665
4128  41.2800   -0.715710    0.698398   -0.855996    0.516982    0.301602    0.784620
4129  41.2900   -0.753407    0.657555   -0.829871    0.557956    0.342445    0.784490
4130  41.3000   -0.788776    0.614681   -0.801060    0.598584    0.385319    0.786734
4131  41.3100   -0.821330    0.570454   -0.770133    0.637884    0.429546    0.791663
4132  41.3200   -0.850717    0.525624   -0.737809    0.675010    0.474376    0.799366
4133  41.3300   -0.876774    0.480903   -0.704823    0.709383    0.519097    0.809714
4134  41.3400   -0.899524    0.436872   -0.671813    0.740721    0.563128    0.822407
4135  41.3500   -0.919131    0.393953   -0.639257    0.768993    0.606047    0.837054
4136  41.3600   -0.935843    0.352418   -0.607476    0.794338    0.647582    0.853244
4137  41.3700   -0.949943    0.312424   -0.576654    0.816988    0.687576    0.870588
4138  41.3800   -0.961716    0.274047   -0.546878    0.837212    0.725953    0.888741
4139  41.3900   -0.971434    0.237311   -0.518166    0.855280    0.762689    0.907409
4140  41.4000   -0.979342    0.202210   -0.490492    0.871446    0.797790    0.926344
4141  41.4100   -0.985664    0.168718   -0.463804    0.885938    0.831282    0.945344
4142  41.4200   -0.990598    0.136803   -0.438034    0.898958    0.863197    0.964239
4143  41.4300   -0.994321    0.106425   -0.413106    0.910683    0.893575    0.982892
4144  41.4400   -0.996989    0.077546   -0.388939    0.921264    0.922454    1.001191
4145  41.4500   -0.998743    0.050129   -0.365452    0.930830    0.949871    1.019041
4146  41.4600   -0.999709    0.024139   -0.342566    0.939494    0.975861    1.036368
4147  41.4700   -1.000000   -0.000458   -0.320203    0.947349    1.000458    1.053109
4148  41.4800   -0.999719   -0.023690   -0.298288    0.954476    1.023690    1.069214
4149  41.4900   -0.998960   -0.045585   -0.276751    0.960942    1.045585    1.084644
4150  41.5000   -0.997809   -0.066168   -0.255522    0.966803    1.066168    1.099364
4151  41.5100   -0.996342   -0.085458   -0.234538    0.972107    1.085458    1.113352
4152  41.5200   -0.994632   -0.103477   -0.213737    0.976891    1.103477    1.126586
4153  41.5300   -0.992745   -0.120239   -0.193063    0.981186    1.120239    1.139052
4154  41.5400   -0.990742   -0.135759   -0.172460    0.985016    1.135759    1.150742
4155  41.5500   -0.988679   -0.150048   -0.151880    0.988399    1.150048    1.161649
4156  41.5600   -0.986607   -0.163116   -0.131275    0.991346    1.163116    1.171770
4157  41.5700   -0.984573   -0.174972   -0.110604    0.993865    1.174972    1.181107
4158  41.5800   -0.982622   -0.185619   -0.089826    0.995957    1.185619    1.189662
4159  41.5900   -0.980791   -0.195063   -0.068908    0.997623    1.195063    1.197440
4160  41.6000   -0.979116   -0.203304   -0.047818    0.998856    1.203304    1.204448
4161  41.6100   -0.977628   -0.210342   -0.026529    0.999648    1.210342    1.210694
4162  41.6200   -0.976354   -0.216177   -0.005019    0.999987    1.216177    1.216190
4163  41.6300   -0.975318   -0.220805    0.016729    0.999860    1.220805    1.220945
4164  41.6400   -0.974538   -0.224221    0.038729    0.999250    1.224221    1.224971
4165  41.6500   -0.974030   -0.226418    0.060990    0.998138    1.226418    1.228280
4166  41.6600   -0.973804   -0.227391    0.083514    0.996507    1.227391    1.230884
4167  41.6700   -0.973865   -0.227129    0.106300    0.994334    1.227129    1.232795
4168  41.6800   -0.974214   -0.225625    0.129341    0.991600    1.225625    1.234024
4169  41.6900   -0.974849   -0.222867    0.152623    0.988284    1.222867    1.234583
4170  41.7000   -0.975759   -0.218846    0.176129    0.984367    1.218846    1.234479
4171  41.7100   -0.976932   -0.213551    0.199835    0.979830    1.213551    1.233722
4172  41.7200   -0.978347   -0.206973    0.223712    0.974655    1.206973    1.232317
4173  41.7300   -0.979979   -0.199101    0.247724    0.968831    1.199101    1.230270
4174  41.7400   -0.981798   -0.189926    0.271831    0.962345    1.189926    1.227581
4175  41.7500   -0.983768   -0.179442    0.295988    0.955192    1.179442    1.224251
4176  41.7600   -0.985848   -0.167644    0.320144    0.947369    1.167644    1.220275
4177  41.7700   -0.987988   -0.154528    0.344244    0.938880    1.154528    1.215647
4178  41.7800   -0.990138   -0.140094    0.368229    0.929735    1.140094    1.210359
4179  41.7900   -0.992239   -0.124345    0.392036    0.919950    1.124345    1.204395
4180  41.8000   -0.994228   -0.107290    0.415599    0.909548    1.107290    1.197742
4181  41.8100   -0.996037   -0.088940    0.438849    0.898561    1.088940    1.190379
4182  41.8200   -0.997595   -0.069311    0.461718    0.887027    1.069311    1.182284
4183  41.8300   -0.998827   -0.048425    0.484134    0.874994    1.048425    1.173432
4184  41.8400   -0.999654   -0.026312    0.506027    0.862517    1.026312    1.163794
4185  41.8500   -0.999995   -0.003004    0.527327    0.849663    1.003004    1.153341
4186  41.8600   -0.999770    0.021458    0.547964    0.836502    0.978542    1.142041
4187  41.8700   -0.998894    0.047025    0.567874    0.823116    0.952975    1.129859
4188  41.8800   -0.997285    0.073645    0.586992    0.809593    0.926355    1.116762
4189  41.8900   -0.994860    0.101256    0.605259    0.796028    0.898744    1.102715
4190  41.9000   -0.991541    0.129792    0.622620    0.782524    0.870208    1.087684
4191  41.9100   -0.987250    0.159180    0.639024    0.769187    0.840820    1.071633
4192  41.9200   -0.981911    0.189340    0.654424    0.756128    0.810660    1.054531
4193  41.9300   -0.975457    0.220190    0.668778    0.743462    0.779810    1.036348
4194  41.9400   -0.967821    0.251639    0.682050    0.731306    0.748361    1.017055
4195  41.9500   -0.958944    0.283597    0.694206    0.719777    0.716403    0.996627
4196  41.9600   -0.948770    0.315969    0.705218    0.708991    0.684031    0.975041
4197  41.9700   -0.937250    0.348657    0.715059    0.699064    0.651343    0.952279
4198  41.9800   -0.924342    0.381565    0.723706    0.690108    0.618435    0.928327
4199  41.9900   -0.910006    0.414596    0.731137    0.682231    0.585404    0.903173
4200  42.0000   -0.894208    0.447651    0.737328    0.675535    0.552349    0.876813
4201  42.0100   -0.876919    0.480638    0.742255    0.670118    0.519362    0.849244
4202  42.0200   -0.858113    0.513462    0.745891    0.666068    0.486538    0.820470
4203  42.0300   -0.837763    0.546033    0.748205    0.663467    0.453967    0.790499
4204  42.0400   -0.815848    0.578266    0.749160    0.662389    0.421734    0.759345
4205  42.0500   -0.792343    0.610076    0.748710    0.662897    0.389924    0.727027
4206  42.0600   -0.767222    0.641382    0.746801    0.665048    0.358618    0.693571
4207  42.0700   -0.740455    0.672106    0.743365    0.668886    0.327894    0.659008
4208  42.0800   -0.712008    0.702171    0.738322    0.674449    0.297829    0.623380
4209  42.0900   -0.681839    0.731503    0.731574    0.681762    0.268497    0.586735
4210  42.1000   -0.649895    0.760024    0.723006    0.690842    0.239976    0.549134
4211  42.1100   -0.616115    0.787656    0.712479    0.701693    0.212344    0.510651
4212  42.1200   -0.580422    0.814316    0.699829    0.714310    0.185684    0.471374
4213  42.1300   -0.542723    0.839912    0.684862    0.728672    0.160088    0.431416
4214  42.1400   -0.502904    0.864342    0.667349    0.744745    0.135658    0.390913
4215  42.1500   -0.460831    0.887488    0.647020    0.762473    0.112512    0.350039
4216  42.1600   -0.416344    0.909207    0.623557    0.781778    0.090793    0.309015
4217  42.1700   -0.369251    0.929330    0.596590    0.802547    0.070670    0.268124
4218  42.1800   -0.319337    0.947641    0.565685    0.824621    0.052359    0.227738
4219  42.1900   -0.266358    0.963874    0.530352    0.847778    0.036126    0.188348
4220  42.2000   -0.210058    0.977689    0.490046    0.871697    0.022311    0.150615
4221  42.2100   -0.150209    0.988654    0.444210    0.895923    0.011346    0.115423
4222  42.2200   -0.086673    0.996237    0.392364    0.919810    0.003763    0.083953
4223  42.2300   -0.019547    0.999809    0.334288    0.942471    0.000191    0.057720
4224  42.2400    0.050638    0.998717    0.270330    0.962768    0.001283    0.038515
4225  42.2500    0.122718    0.992442    0.201743    0.979438    0.007558    0.028120
4226  42.2600    0.194902    0.980823    0.130786    0.991411    0.019177    0.027767
4227  42.2700    0.265165    0.964203    0.060265    0.998182    0.035797    0.037615
4228  42.2800    0.331838    0.943336   -0.007304    0.999973    0.056664    0.056690
4229  42.2900    0.393961    0.919127   -0.070282    0.997527    0.080873    0.083346
4230  42.3000    0.451230    0.892407   -0.127947    0.991781    0.107593    0.115812
4231  42.3100    0.503766    0.863840   -0.180215    0.983627    0.136160    0.152532
4232  42.3200    0.551885    0.833921   -0.227342    0.973815    0.166079    0.192265
4233  42.3300    0.595968    0.803008   -0.269728    0.962937    0.196992    0.234055
4234  42.3400    0.636393    0.771365   -0.307805    0.951449    0.228635    0.277185
4235  42.3500    0.673501    0.739186   -0.341989    0.939704    0.260814    0.321109
4236  42.3600    0.707594    0.706619   -0.372658    0.927969    0.293381    0.365412
4237  42.3700    0.738934    0.673777   -0.400152    0.916449    0.326223    0.409774
4238  42.3800    0.767746    0.640754   -0.424766    0.905303    0.359246    0.453942
4239  42.3900    0.794223    0.607626   -0.446760    0.894654    0.392374    0.497720
4240  42.4000    0.818533    0.574460   -0.466364    0.884593    0.425540    0.540947
4241  42.4100    0.840821    0.541313   -0.483777    0.875191    0.458687    0.583496
4242  42.4200    0.861216    0.508239   -0.499178    0.866500    0.491761    0.625262
4243  42.4300    0.879830    0.475288   -0.512722    0.858554    0.524712    0.666158
4244  42.4400    0.896765    0.442508   -0.524552    0.851379    0.557492    0.706114
4245  42.4500    0.912110    0.409944   -0.534792    0.844984    0.590056    0.745072
4246  42.4600    0.925951    0.377644   -0.543556    0.839373    0.622356    0.782983
4247  42.4700    0.938363    0.345652   -0.550947    0.834540    0.654348    0.819808
4248  42.4800    0.949419    0.314013   -0.557060    0.830472    0.685987    0.855515
4249  42.4900    0.959187    0.282773   -0.561983    0.827149    0.717227    0.890078
4250  42.5000    0.967734    0.251975   -0.565794    0.824546    0.748025    0.923478
4251  42.5100    0.975123    0.221666   -0.568571    0.822635    0.778334    0.955700
4252  42.5200    0.981417    0.191888   -0.570382    0.821379    0.808112    0.986732
4253  42.5300    0.986678    0.162687   -0.571297    0.820744    0.837313    1.016570
4254  42.5400    0.990967    0.134103   -0.571378    0.820687    0.865897    1.045209
4255  42.5500    0.994347    0.106181   -0.570686    0.821168    0.893819    1.072651
4256  42.5600    0.996878    0.078958   -0.569281    0.822143    0.921042    1.098898
4257  42.5700    0.998622    0.052475   -0.567219    0.823567    0.947525    1.123958
4258  42.5800    0.999642    0.026767   -0.564556    0.825395    0.973233    1.147838
4259  42.5900    0.999998    0.001869   -0.561345    0.827582    0.998131    1.170549
4260  42.6000    0.999754   -0.022187   -0.557640    0.830083    1.022187    1.192104
4261  42.6100    0.998970   -0.045372   -0.553491    0.832855    1.045372    1.212516
4262  42.6200    0.997709   -0.067658   -0.548949    0.835856    1.067658    1.231802
4263  42.6300    0.996030   -0.089022   -0.544062    0.839045    1.089022    1.249977
4264  42.6400    0.993993   -0.109442   -0.538877    0.842384    1.109442    1.267058
4265  42.6500    0.991658   -0.128900   -0.533443    0.845836    1.128900    1.283064
4266  42.6600    0.989080   -0.147380   -0.527802    0.849367    1.147380    1.298012
4267  42.6700    0.986316   -0.164867   -0.521999    0.852946    1.164867    1.311921
4268  42.6800    0.983418   -0.181352   -0.516076    0.856543    1.181352    1.324809
4269  42.6900    0.980439   -0.196825   -0.510073    0.860131    1.196825    1.336694
4270  42.7000    0.977426   -0.211278   -0.504029    0.863687    1.211278    1.347592
4271  42.7100    0.974426   -0.224709   -0.497980    0.867189    1.224709    1.357520
4272  42.7200    0.971482   -0.237112   -0.491961    0.870618    1.237112    1.366495
4273  42.7300    0.968635   -0.248487   -0.486004    0.873957    1.248487    1.374530
4274  42.7400    0.965922   -0.258832   -0.480139    0.877192    1.258832    1.381640
4275  42.7500    0.963378   -0.268149   -0.474396    0.880312    1.268149    1.387837
4276  42.7600    0.961032   -0.276437   -0.468798    0.883305    1.276437    1.393132
4277  42.7700    0.958913   -0.283699   -0.463370    0.886165    1.283699    1.397535
4278  42.7800    0.957046   -0.289937   -0.458133    0.888884    1.289937    1.401054
4279  42.7900    0.955450   -0.295154   -0.453104    0.891458    1.295154    1.403696
4280  42.8000    0.954143   -0.299351   -0.448298    0.893884    1.299351    1.405467
4281  42.8100    0.953139   -0.302532   -0.443729    0.896161    1.302532    1.406371
4282  42.8200    0.952449   -0.304698   -0.439407    0.898288    1.304698    1.406410
4283  42.8300    0.952079   -0.305852   -0.435338    0.900267    1.305852    1.405584
4284  42.8400    0.952033   -0.305995   -0.431527    0.902100    1.305995    1.403895
4285  42.8500    0.952311   -0.305129   -0.427977    0.903790    1.305129    1.401339
4286  42.8600    0.952909   -0.303255   -0.424685    0.905341    1.303255    1.397914
4287  42.8700    0.953821   -0.300374   -0.421648    0.906760    1.300374    1.393614
4288  42.8800    0.955037   -0.296486   -0.418859    0.908051    1.296486    1.388435
4289  42.8900    0.956543   -0.291592   -0.416307    0.909224    1.291592    1.382368
4290  42.9000    0.958322   -0.285691   -0.413982    0.910285    1.285691    1.375406
4291  42.9100    0.960354   -0.278783   -0.411866    0.911245    1.278783    1.367539
4292  42.9200    0.962616   -0.270868   -0.409942    0.912112    1.270868    1.358756
4293  42.9300    0.965082   -0.261946   -0.408188    0.912898    1.261946    1.349048
4294  42.9400    0.967723   -0.252017   -0.406581    0.913615    1.252017    1.338402
4295  42.9500    0.970505   -0.241081   -0.405093    0.914275    1.241081    1.326806
4296  42.9600    0.973394   -0.229139   -0.403696    0.914893    1.229139    1.314246
4297  42.9700    0.976351   -0.216192   -0.402357    0.915483    1.216192    1.300709
4298  42.9800    0.979336   -0.202242   -0.401041    0.916060    1.202242    1.286182
4299  42.9900    0.982304   -0.187293   -0.399711    0.916641    1.187293    1.270652
4300  43.0000    0.985211   -0.171348   -0.398326    0.917244    1.171348    1.254104
4301  43.0100    0.988007   -0.154412   -0.396844    0.917886    1.154412    1.236526
4302  43.0200    0.990641   -0.136491   -0.395220    0.918587    1.136491    1.217904
4303  43.0300    0.993062   -0.117593   -0.393404    0.919365    1.117593    1.198228
4304  43.0400    0.995213   -0.097727   -0.391349    0.920242    1.097727    1.177484
4305  43.0500    0.997039   -0.076902   -0.389000    0.921238    1.076902    1.155664
4306  43.0600    0.998479   -0.055131   -0.386302    0.922372    1.055131    1.132758
4307  43.0700    0.999474   -0.032426   -0.383197    0.923666    1.032426    1.108760
4308  43.0800    0.999961   -0.008802   -0.379626    0.925140    1.008802    1.083662
4309  43.0900    0.999876    0.015725   -0.375525    0.926812    0.984275    1.057463
4310  43.1000    0.999154    0.041137   -0.370827    0.928702    0.958863    1.030161
4311  43.1100    0.997725    0.067418   -0.365464    0.930826    0.932582    1.001757
4312  43.1200    0.995521    0.094546   -0.359363    0.933198    0.905454    0.972256
4313  43.1300    0.992468    0.122501   -0.352448    0.935831    0.877499    0.941667
4314  43.1400    0.988494    0.151263   -0.344640    0.938735    0.848737    0.910002
4315  43.1500    0.983518    0.180808   -0.335853    0.941914    0.819192    0.877278
4316  43.1600    0.977461    0.211114   -0.325998    0.945371    0.788886    0.843516
4317  43.1700    0.970237    0.242157   -0.314978    0.949099    0.757843    0.808744
4318  43.1800    0.961754    0.273913   -0.302692    0.953088    0.726087    0.772998
4319  43.1900    0.951916    0.306358   -0.289029    0.957320    0.693642    0.736322
4320  43.2000    0.940618    0.339466   -0.273869    0.961767    0.660534    0.698767
4321  43.2100    0.927747    0.373211   -0.257082    0.966390    0.626789    0.660400
4322  43.2200    0.913176    0.407566   -0.238525    0.971136    0.592434    0.621298
4323  43.2300    0.896768    0.442501   -0.218043    0.975939    0.557499    0.581559
4324  43.2400    0.878367    0.477987   -0.195461    0.980711    0.522013    0.541302
4325  43.2500    0.857799    0.513985   -0.170588    0.985342    0.486015    0.500672
4326  43.2600    0.834865    0.550456   -0.143209    0.989692    0.449544    0.459852
4327  43.2700    0.809336    0.587346   -0.113087    0.993585    0.412654    0.419068
4328  43.2800    0.780951    0.624592   -0.079960    0.996798    0.375408    0.378610
4329  43.2900    0.749410    0.662106   -0.043545    0.999051    0.337894    0.338843
4330  43.3000    0.714373    0.699765   -0.003543    0.999994    0.300235    0.300241
4331  43.3100    0.675461    0.737396    0.040339    0.999186    0.262604    0.263418
4332  43.3200    0.632274    0.774745    0.088342    0.996090    0.225255    0.229165
4333  43.3300    0.584439    0.811438    0.140577    0.990070    0.188562    0.198492
4334  43.3400    0.531700    0.846933    0.196873    0.980429    0.153067    0.172638
4335  43.3500    0.474081    0.880481    0.256583    0.966522    0.119519    0.152997
4336  43.3600    0.412086    0.911145    0.318385    0.947961    0.088855    0.140894
4337  43.3700    0.346817    0.937933    0.380291    0.924867    0.062067    0.137200
4338  43.3800    0.279836    0.960048    0.440022    0.897987    0.039952    0.141965
4339  43.3900    0.212769    0.977102    0.495625    0.868537    0.022898    0.154361
4340  43.4000    0.146906    0.989150    0.545908    0.837845    0.010850    0.173005
4341  43.4100    0.083047    0.996546    0.590465    0.807063    0.003454    0.196391
4342  43.4200    0.021573    0.999767    0.629434    0.777054    0.000233    0.223179
4343  43.4300   -0.037412    0.999300    0.663235    0.748411    0.000700    0.252289
4344  43.4400   -0.093951    0.995577    0.692387    0.721526    0.004423    0.282897
4345  43.4500   -0.148158    0.988964    0.717410    0.696652    0.011036    0.314385
4346  43.4600   -0.200167    0.979762    0.738779    0.673948    0.020238    0.346290
4347  43.4700   -0.250110    0.968218    0.756912    0.653517    0.031782    0.378266
4348  43.4800   -0.298105    0.954533    0.772167    0.635419    0.045467    0.410048
4349  43.4900   -0.344255    0.938876    0.784846    0.619691    0.061124    0.441433
4350  43.5000   -0.388644    0.921388    0.795199    0.606348    0.078612    0.472264
4351  43.5100   -0.431335    0.902192    0.803435    0.595392    0.097808    0.502416
4352  43.5200   -0.472378    0.881396    0.809723    0.586812    0.118604    0.531792
4353  43.5300   -0.511807    0.859101    0.814197    0.580588    0.140899    0.560311
4354  43.5400   -0.549642    0.835400    0.816965    0.576688    0.164600    0.587912
4355  43.5500   -0.585893    0.810388    0.818105    0.575069    0.189612    0.614543
4356  43.5600   -0.620562    0.784157    0.817677    0.575678    0.215843    0.640165
4357  43.5700   -0.653642    0.756804    0.815717    0.578451    0.243196    0.664746
4358  43.5800   -0.685123    0.728427    0.812249    0.583310    0.271573    0.688262
4359  43.5900   -0.714990    0.699135    0.807281    0.590168    0.300865    0.710698
4360  43.6000   -0.743229    0.669037    0.800808    0.598921    0.330963    0.732042
4361  43.6100   -0.769827    0.638252    0.792820    0.609455    0.361748    0.752292
4362  43.6200   -0.794773    0.606906    0.783301    0.621643    0.393094    0.771451
4363  43.6300   -0.818062    0.575130    0.772229    0.635345    0.424870    0.789525
4364  43.6400   -0.839694    0.543060    0.759584    0.650409    0.456940    0.806531
4365  43.6500   -0.859678    0.510837    0.745348    0.666675    0.489163    0.822488
4366  43.6600   -0.878030    0.478605    0.729507    0.683973    0.521395    0.837422
4367  43.6700   -0.894778    0.446511    0.712053    0.702125    0.553489    0.851364
4368  43.6800   -0.909958    0.414700    0.692987    0.720950    0.585300    0.864350
4369  43.6900   -0.923617    0.383317    0.672318    0.740262    0.616683    0.876421
4370  43.7000   -0.935811    0.352502    0.650067    0.759876    0.647498    0.887621
4371  43.7100   -0.946606    0.322393    0.626267    0.779609    0.677607    0.897998
4372  43.7200   -0.956076    0.293120    0.600960    0.799279    0.706880    0.907601
4373  43.7300   -0.964302    0.264805    0.574202    0.818713    0.735195    0.916481
4374  43.7400   -0.971372    0.237563    0.546058    0.837747    0.762437    0.924690
4375  43.7500   -0.977378    0.211500    0.516604    0.856224    0.788500    0.932276
4376  43.7600   -0.982415    0.186709    0.485924    0.874001    0.813291    0.939290
4377  43.7700   -0.986581    0.163275    0.454108    0.890947    0.836725    0.945778
4378  43.7800   -0.989971    0.141274    0.421253    0.906943    0.858726    0.951783
4379  43.7900   -0.992681    0.120769    0.387461    0.921886    0.879231    0.957345
4380  43.8000   -0.994803    0.101814    0.352832    0.935687    0.898186    0.962499
4381  43.8100   -0.996427    0.084456    0.317470    0.948268    0.915544    0.967276
4382  43.8200   -0.997635    0.068729    0.281475    0.959569    0.931271    0.971702
4383  43.8300   -0.998505    0.054664    0.244944    0.969537    0.945336    0.975799
4384  43.8400   -0.999106    0.042281    0.207971    0.978135    0.957719    0.979584
4385  43.8500   -0.999501    0.031597    0.170643    0.985333    0.968403    0.983070
4386  43.8600   -0.999744    0.022622    0.133040    0.991111    0.977378    0.986267
4387  43.8700   -0.999882    0.015364    0.095236    0.995455    0.984636    0.989181
4388  43.8800   -0.999952    0.009827    0.057295    0.998357    0.990173    0.991816
4389  43.8900   -0.999982    0.006013    0.019272    0.999814    0.993987    0.994173
4390  43.9000   -0.999992    0.003922   -0.018784    0.999824    0.996078    0.996254
4391  43.9100   -0.999994    0.003557   -0.056835    0.998384    0.996443    0.998060
4392  43.9200   -0.999988    0.004917   -0.094853    0.995491    0.995083    0.999592
4393  43.9300   -0.999968    0.008006   -0.132815    0.991141    0.991994    1.000853
4394  43.9400   -0.999918    0.012829   -0.170708    0.985322    0.987171    1.001850
4395  43.9500   -0.999812    0.019394   -0.208528    0.978016    0.980606    1.002590
4396  43.9600   -0.999616    0.027711   -0.246277    0.969199    0.972289    1.003089
4397  43.9700   -0.999285    0.037798   -0.283962    0.958836    0.962202    1.003366
4398  43.9800   -0.998765    0.049675   -0.321598    0.946876    0.950325    1.003449
4399  43.9900   -0.997990    0.063366   -0.359202    0.933260    0.936634    1.003374
4400  44.0000   -0.996882    0.078904   -0.396796    0.917907    0.921096    1.003190
4401  44.0100   -0.995350    0.096325   -0.434402    0.900719    0.903675    1.002956
4402  44.0200   -0.993287    0.115675   -0.472043    0.881576    0.884325    1.002749
4403  44.0300   -0.990571    0.137001   -0.509733    0.860333    0.862999    1.002667
4404  44.0400   -0.987059    0.160355   -0.547481    0.836818    0.839645    1.002827
4405  44.0500   -0.982589    0.185792   -0.585278    0.810833    0.814208    1.003375
4406  44.0600   -0.976974    0.213360   -0.623087    0.782153    0.786640    1.004487
4407  44.0700   -0.970003    0.243093   -0.660833    0.750533    0.756907    1.006374
4408  44.0800   -0.961445    0.274997   -0.698383    0.715724    0.725003    1.009279
4409  44.0900   -0.951055    0.309020   -0.735521    0.677502    0.690980    1.013478
4410  44.1000   -0.938592    0.345029   -0.771923    0.635717    0.654971    1.019255
4411  44.1100   -0.923847    0.382762   -0.807139    0.590361    0.617238    1.026877
4412  44.1200   -0.906689    0.421800   -0.840599    0.541659    0.578200    1.036542
4413  44.1300   -0.887108    0.461562   -0.871651    0.490126    0.538438    1.048311
4414  44.1400   -0.865243    0.501353   -0.899667    0.436576    0.498647    1.062071
4415  44.1500   -0.841369    0.540461   -0.924154    0.382021    0.459539    1.077519
4416  44.1600   -0.815845    0.578271   -0.944849    0.327507    0.421729    1.094222
4417  44.1700   -0.789037    0.614345   -0.961741    0.273961    0.385655    1.111694
4418  44.1800   -0.761271    0.648434   -0.975026    0.222091    0.351566    1.129475
4419  44.1900   -0.732797    0.680447   -0.985030    0.172382    0.319553    1.147171
4420  44.2000   -0.703795    0.710403   -0.992141    0.125125    0.289597    1.164472
4421  44.2100   -0.674379    0.738385   -0.996757    0.080471    0.261615    1.181144
4422  44.2200   -0.644618    0.764505   -0.999259    0.038477    0.235495    1.197018
4423  44.2300   -0.614545    0.788882   -1.000000   -0.000856    0.211118    1.211975
4424  44.2400   -0.584170    0.811631   -0.999294   -0.037564    0.188369    1.225933
4425  44.2500   -0.553486    0.832858   -0.997427   -0.071695    0.167142    1.238837
4426  44.2600   -0.522477    0.852653   -0.994650   -0.103307    0.147347    1.250654
4427  44.2700   -0.491120    0.871092   -0.991189   -0.132457    0.128908    1.261365
4428  44.2800   -0.459388    0.888236   -0.987247   -0.159198    0.111764    1.270962
4429  44.2900   -0.427254    0.904132   -0.983005   -0.183579    0.095868    1.279447
4430  44.3000   -0.394689    0.918815   -0.978627   -0.205642    0.081185    1.286827
4431  44.3100   -0.361668    0.932307   -0.974261   -0.225421    0.067693    1.293114
4432  44.3200   -0.328166    0.944620   -0.970040   -0.242944    0.055380    1.298324
4433  44.3300   -0.294164    0.955755   -0.966083   -0.258230    0.044245    1.302475
